source_path,git_blob,owner,disposition,replacement_phase,removal_gate
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ProductMigrationService.java,4915842f5e74c76be1d5d85a44483df03bb38622,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RecordingService.java,f21695aef1521f0c6387d0c7f227e20aabab1a9e,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RegistrationService.java,71a4a6dad288ce3e49439c586cd33c1586eb7e09,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/RegistrationServiceAvailabilityCheck.java,7f7c444be5ae09fbecd299bc399724360e3685c9,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ReminderService.java,f56938a8297bcc3d1eb923f306f422fb5f6dbc29,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/SSLWhitelistService.java,ba3f0b0c2145c67cb35272bc57c3422c724696a1,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/SettingsService.java,97db6e1fb193f23e75cdf75cb26ea196831c87a4,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ShutdownExecutorService.java,f79332dbc605cf0175cbb562c8fb1392b7dd0925,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/ShutdownService.java,1359e0a05db8de7ba830c26c7cf9627e19ede345,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/SplashService.java,d16cd352e9afdd97eddc1a6c1245c705c1922d0f,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/SuccessfulSSLDomains.java,2777761a8edb74b3d528a45147ed790355c1465f,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/SystemStatusService.java,47671e7c6b076329e23142fcf446cf15a9a5f962,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/TasksService.java,cb353900a5807460c2cddf5ada4d5a07ea12834a,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/UserAgentService.java,df57596206768f2a1ededee7f3ff8a068472f062,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/UserService.java,f2f15bd481236a25c776e34aef811d4241642097,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/VersionService.java,d2a286e14d15b1e8e28c85761ae7d4e7e911a01f,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/service/VpnServerService.java,ed9297f0d4eb10dd358b27d00ae59a3c9cdfbf89,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/ssl/AppWhitelistModule.java,173b018ee502a9b11b8b68e52acfe3546ae257f1,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/ssl/AppWhitelistModuleBase.java,26beabfb4592cbee9369de7c1c3eff1e110f20ad,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/ssl/AppWhitelistModuleDisplay.java,9b9ca8a00a1812ac76191575ff9103d41cffeafa,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/ssl/Suggestions.java,8b7593c8017f0b7f4a4e292b0335a93ef897730e,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/utils/ControllerUtils.java,35f0759032d28b6149670c0b09d40e57614a6c03,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/http/utils/NormalizationUtils.java,f4a5f837b7692ebed3f3636d2cee079112a6d35c,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/ch/mimo/icap/IcapRequestHandler.java,fe18c3f603afca981ad9013c705705c093193e1d,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/ch/mimo/icap/IcapResponseHandler.java,31851d2ee31592c31a43ae7427c26c24d69e6818,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/ch/mimo/icap/IcapTransaction.java,7c47d1e6345ade3a777b5229e0ff7030b77590ca,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/AbstractFilter.java,92d27eb0e03568b1c50da6ec90fa2ebf68c47bc8,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/Category.java,ad9d615b20c216c8c92d19de6e3b74c58c287996,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/Filter.java,53e17ccd6f725fc89bd9388ba4432563247ddd1c,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterContainer.java,1c7542d458b420dc5d6b1f58fbb27cff4e5c49b7,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterDefinitionFormat.java,d640618cc2a57c975aeafa6801f5eca98f9fc5b1,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterDomainContainer.java,086009cdc3b2a4cf38c5dd6a3a2372b4d8492bf6,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterLearningMode.java,005b30a7d668bd31ca8cd700ac65b5e389bd67ed,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterLineParser.java,327adf7de7c26c70d437f7bee9a639becbbcd008,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterList.java,66f9751b5bc264463795770af691a908d3a07c78,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterManager.java,bd86e0f5017a153cccd30f5dbe8937742761820a,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
eblocker-icapserver/src/main/java/org/eblocker/server/icap/filter/FilterParser.java,5163a251b135c72ef7964b608c3d8497ef4b95cb,eblocker-icapserver,"retain until replacement parity; inventoried, not semantically certified",R8 feature migration,contract + feature + upgrade tests; no deletion before evidence
